text,label
My bank account is 01301247,O O O O B-BANK
Please verify 44968969,O O B-BANK
The recipient's account is 7779298110,O O O O B-BANK
Deposit to 77530439 completed,O O B-BANK O
Please verify 24864609,O O B-BANK
Payment should be sent to 3417636856,O O O O O B-BANK
Bank account 8133053584 received the funds,O O B-BANK O O O
Deposit to 4615089896 completed,O O B-BANK O
Deposit to 5802810204 completed,O O B-BANK O
The recipient's account is 636843029,O O O O B-BANK
Transfer the money to 8193967008,O O O O B-BANK
Deposit to 1045090 completed,O O B-BANK O
Please verify 9571152933,O O B-BANK
Please verify 5460071000,O O B-BANK
Payment should be sent to 1247808709,O O O O O B-BANK
Bank account 5247174428 received the funds,O O B-BANK O O O
Transfer the money to 2916125829,O O O O B-BANK
Funds were transferred from 29799413,O O O O B-BANK
My bank account is 8812438910,O O O O B-BANK
My bank account is 3102451575,O O O O B-BANK
The recipient's account is 5397178250,O O O O B-BANK
Bank account 9836782527 received the funds,O O B-BANK O O O
My bank account is 0268946190,O O O O B-BANK
Funds were transferred from 8575490,O O O O B-BANK
My bank account is 9504672192,O O O O B-BANK
Transfer the money to 3357168514,O O O O B-BANK
Transfer the money to 7100812209,O O O O B-BANK
The account 1727248414 is closed,O O B-BANK O O
Bank account 1957025104 received the funds,O O B-BANK O O O
The account 724706414 is closed,O O B-BANK O O
Please verify 2948490,O O B-BANK
Please verify 6504267,O O B-BANK
Funds were transferred from 6127627742,O O O O B-BANK
The recipient's account is 6309208323,O O O O B-BANK
Account number 988657250 is active,O O B-BANK O O
My bank account is 8337922421,O O O O B-BANK
Transfer the money to 1965876379,O O O O B-BANK
Transfer the money to 99853776,O O O O B-BANK
Funds were transferred from 7007744598,O O O O B-BANK
My bank account is 639572547,O O O O B-BANK
Please verify 4073044131,O O B-BANK
My bank account is 4805974281,O O O O B-BANK
Bank account 9925514295 received the funds,O O B-BANK O O O
Payment should be sent to 743579097,O O O O O B-BANK
Account number 117203715 is active,O O B-BANK O O
Deposit to 7743420 completed,O O B-BANK O
Funds were transferred from 9982723882,O O O O B-BANK
The account 1883367043 is closed,O O B-BANK O O
Deposit to 191856453 completed,O O B-BANK O
The recipient's account is 047664621,O O O O B-BANK
Payment should be sent to 2671425137,O O O O O B-BANK
Account number 719691983 is active,O O B-BANK O O
The recipient's account is 4107589,O O O O B-BANK
The account 5834509996 is closed,O O B-BANK O O
The account 1769387531 is closed,O O B-BANK O O
Funds were transferred from 827179523,O O O O B-BANK
The recipient's account is 0900572059,O O O O B-BANK
Account number 5655843265 is active,O O B-BANK O O
Funds were transferred from 83383290,O O O O B-BANK
Please verify 03677934,O O B-BANK
Please verify 802140269,O O B-BANK
Deposit to 3278483850 completed,O O B-BANK O
Deposit to 7006636352 completed,O O B-BANK O
Payment should be sent to 2401126242,O O O O O B-BANK
The recipient's account is 3411260213,O O O O B-BANK
The recipient's account is 7329926352,O O O O B-BANK
Transfer the money to 1710298785,O O O O B-BANK
Account number 6943399090 is active,O O B-BANK O O
The recipient's account is 3797442111,O O O O B-BANK
Payment should be sent to 5576891,O O O O O B-BANK
The recipient's account is 59168696,O O O O B-BANK
The recipient's account is 53051181,O O O O B-BANK
The recipient's account is 21537817,O O O O B-BANK
The account 901191186 is closed,O O B-BANK O O
The account 6390664 is closed,O O B-BANK O O
Transfer the money to 4366498806,O O O O B-BANK
Funds were transferred from 0557567162,O O O O B-BANK
Funds were transferred from 9556061948,O O O O B-BANK
Account number 6771686834 is active,O O B-BANK O O
My bank account is 92102575,O O O O B-BANK
The account 3550921 is closed,O O B-BANK O O
Payment should be sent to 2169969990,O O O O O B-BANK
Account number 268845259 is active,O O B-BANK O O
Transfer the money to 013789183,O O O O B-BANK
Deposit to 6711619246 completed,O O B-BANK O
Account number 3483542 is active,O O B-BANK O O
Account number 7695691828 is active,O O B-BANK O O
Funds were transferred from 3260827660,O O O O B-BANK
The recipient's account is 0450633768,O O O O B-BANK
The recipient's account is 7669534,O O O O B-BANK
The account 7361827702 is closed,O O B-BANK O O
Bank account 0197998673 received the funds,O O B-BANK O O O
Please verify 435847591,O O B-BANK
Please verify 09556968,O O B-BANK
Bank account 0046467 received the funds,O O B-BANK O O O
My bank account is 754759893,O O O O B-BANK
Please verify 7392936423,O O B-BANK
Account number 9030113548 is active,O O B-BANK O O
Transfer the money to 178283913,O O O O B-BANK
Account number 3660671339 is active,O O B-BANK O O
Transfer the money to 5533299286,O O O O B-BANK
The recipient's account is 120697725,O O O O B-BANK
Please verify 23712547,O O B-BANK
Deposit to 003527464 completed,O O B-BANK O
Funds were transferred from 373969104,O O O O B-BANK
My bank account is 249527641,O O O O B-BANK
My bank account is 70175450,O O O O B-BANK
Please verify 00733844,O O B-BANK
Payment should be sent to 9824941,O O O O O B-BANK
Funds were transferred from 5000721301,O O O O B-BANK
Payment should be sent to 0637224577,O O O O O B-BANK
The account 9802291423 is closed,O O B-BANK O O
The account 6760469267 is closed,O O B-BANK O O
The account 6562769981 is closed,O O B-BANK O O
Deposit to 025133469 completed,O O B-BANK O
Please verify 2902850100,O O B-BANK
Funds were transferred from 66452853,O O O O B-BANK
Account number 3713862785 is active,O O B-BANK O O
Funds were transferred from 633050202,O O O O B-BANK
Deposit to 1110622408 completed,O O B-BANK O
My bank account is 6464248162,O O O O B-BANK
Funds were transferred from 84817960,O O O O B-BANK
Funds were transferred from 4624345348,O O O O B-BANK
Account number 5488474769 is active,O O B-BANK O O
Please verify 3786754788,O O B-BANK
The account 5054106684 is closed,O O B-BANK O O
Funds were transferred from 5839455918,O O O O B-BANK
The recipient's account is 9816150215,O O O O B-BANK
Bank account 3499666201 received the funds,O O B-BANK O O O
Bank account 7114847880 received the funds,O O B-BANK O O O
Bank account 403562685 received the funds,O O B-BANK O O O
Bank account 779183483 received the funds,O O B-BANK O O O
Deposit to 8356783985 completed,O O B-BANK O
Bank account 59256538 received the funds,O O B-BANK O O O
Transfer the money to 9425765729,O O O O B-BANK
The account 0101746383 is closed,O O B-BANK O O
Funds were transferred from 97856185,O O O O B-BANK
Payment should be sent to 9837676972,O O O O O B-BANK
Account number 3109003328 is active,O O B-BANK O O
Deposit to 663887270 completed,O O B-BANK O
My bank account is 71690892,O O O O B-BANK
Payment should be sent to 769303646,O O O O O B-BANK
Payment should be sent to 9133327046,O O O O O B-BANK
Funds were transferred from 3488178,O O O O B-BANK
Bank account 2097508613 received the funds,O O B-BANK O O O
Deposit to 354054171 completed,O O B-BANK O
Bank account 5197454 received the funds,O O B-BANK O O O
Funds were transferred from 8392224,O O O O B-BANK
My bank account is 0519042608,O O O O B-BANK
My bank account is 0572553357,O O O O B-BANK
The recipient's account is 06006559,O O O O B-BANK
Funds were transferred from 0395955159,O O O O B-BANK
Bank account 7415713189 received the funds,O O B-BANK O O O
The recipient's account is 3352119782,O O O O B-BANK
Please verify 8514670922,O O B-BANK
Payment should be sent to 2642682830,O O O O O B-BANK
Bank account 5336487704 received the funds,O O B-BANK O O O
Payment should be sent to 5968048451,O O O O O B-BANK
The recipient's account is 1074141683,O O O O B-BANK
Please verify 1207872916,O O B-BANK
Please verify 6464764840,O O B-BANK
Transfer the money to 2132352,O O O O B-BANK
Funds were transferred from 6220265556,O O O O B-BANK
Account number 4733942675 is active,O O B-BANK O O
Account number 727883963 is active,O O B-BANK O O
Bank account 3654879387 received the funds,O O B-BANK O O O
Please verify 550421146,O O B-BANK
Please verify 95789408,O O B-BANK
Please verify 2636335789,O O B-BANK
Account number 58456843 is active,O O B-BANK O O
Please verify 595288814,O O B-BANK
Payment should be sent to 14525088,O O O O O B-BANK
Please verify 759558393,O O B-BANK
Funds were transferred from 1827806983,O O O O B-BANK
My bank account is 6660991580,O O O O B-BANK
My bank account is 0733892140,O O O O B-BANK
Account number 1382325031 is active,O O B-BANK O O
The recipient's account is 5371492190,O O O O B-BANK
Deposit to 422295593 completed,O O B-BANK O
Please verify 08124969,O O B-BANK
The account 582038791 is closed,O O B-BANK O O
Deposit to 4800048052 completed,O O B-BANK O
Transfer the money to 5628448427,O O O O B-BANK
Please verify 9131262302,O O B-BANK
My bank account is 2180169171,O O O O B-BANK
The recipient's account is 71426050,O O O O B-BANK
My bank account is 675454489,O O O O B-BANK
My bank account is 9376783015,O O O O B-BANK
Payment should be sent to 8891298,O O O O O B-BANK
Please verify 3602731842,O O B-BANK
